จังหวัด,อำเภอ,ตำบล,เขตเลือกตั้ง,index,เทศบาล,เขตเลือกตั้ง
กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ,5,กรุงเทพมหานครห้วยขวางบางกะปิ,,5
กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก,5,กรุงเทพมหานครห้วยขวางสามเสนนอก,,5
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,5,กรุงเทพมหานครห้วยขวางห้วยขวาง,,5
กาญจนบุรี,ด่านมะขามเตี้ย,กลอนโด,2,กาญจนบุรีด่านมะขามเตี้ยกลอนโด,,2
กาญจนบุรี,ด่านมะขามเตี้ย,จรเข้เผือก,2,กาญจนบุรีด่านมะขามเตี้ยจรเข้เผือก,,2
กาญจนบุรี,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,2,กาญจนบุรีด่านมะขามเตี้ยด่านมะขามเตี้ย,,2
กาญจนบุรี,ด่านมะขามเตี้ย,หนองไผ่,2,กาญจนบุรีด่านมะขามเตี้ยหนองไผ่,,2
กาญจนบุรี,ทองผาภูมิ,ชะแล,5,กาญจนบุรีทองผาภูมิชะแล,,5
กาญจนบุรี,ทองผาภูมิ,ท่าขนุน,5,กาญจนบุรีทองผาภูมิท่าขนุน,,5
กาญจนบุรี,ทองผาภูมิ,ปิล๊อก,5,กาญจนบุรีทองผาภูมิปิล๊อก,,5
กาญจนบุรี,ทองผาภูมิ,ลิ่นถิ่น,5,กาญจนบุรีทองผาภูมิลิ่นถิ่น,,5
กาญจนบุรี,ทองผาภูมิ,สหกรณ์นิคม,5,กาญจนบุรีทองผาภูมิสหกรณ์นิคม,,5
กาญจนบุรี,ทองผาภูมิ,ห้วยเขย่ง,5,กาญจนบุรีทองผาภูมิห้วยเขย่ง,,5
กาญจนบุรี,ทองผาภูมิ,หินดาด,5,กาญจนบุรีทองผาภูมิหินดาด,,5
กาญจนบุรี,ท่าม่วง,เขาน้อย,2,กาญจนบุรีท่าม่วงเขาน้อย,,2
กาญจนบุรี,ท่าม่วง,ท่าตะคร้อ,2,กาญจนบุรีท่าม่วงท่าตะคร้อ,,2
กาญจนบุรี,ท่าม่วง,ท่าม่วง,2,กาญจนบุรีท่าม่วงท่าม่วง,,2
กาญจนบุรี,ท่าม่วง,ท่าล้อ,2,กาญจนบุรีท่าม่วงท่าล้อ,,2
กาญจนบุรี,ท่าม่วง,ทุ่งทอง,2,กาญจนบุรีท่าม่วงทุ่งทอง,,2
กาญจนบุรี,ท่าม่วง,บ้านใหม่,2,กาญจนบุรีท่าม่วงบ้านใหม่,,2
กาญจนบุรี,ท่าม่วง,พังตรุ,2,กาญจนบุรีท่าม่วงพังตรุ,,2
กาญจนบุรี,ท่าม่วง,ม่วงชุม,2,กาญจนบุรีท่าม่วงม่วงชุม,,2
กาญจนบุรี,ท่าม่วง,รางสาลี่,2,กาญจนบุรีท่าม่วงรางสาลี่,,2
กาญจนบุรี,ท่าม่วง,วังขนาย,2,กาญจนบุรีท่าม่วงวังขนาย,,2
กาญจนบุรี,ท่าม่วง,วังศาลา,2,กาญจนบุรีท่าม่วงวังศาลา,,2
กาญจนบุรี,ท่าม่วง,หนองขาว,2,กาญจนบุรีท่าม่วงหนองขาว,,2
กาญจนบุรี,ท่าม่วง,หนองตากยา,2,กาญจนบุรีท่าม่วงหนองตากยา,,2
